timestamp,pump_id,flow_rate,pressure,vibration,temperature,failure,vibration_rolling_mean,pressure_rolling_mean
2026-02-13 00:46:36.306301,PUMP_001,445.23,5.27,2.17,37.54,0,2.06,5.01
2026-02-13 16:46:36.306301,PUMP_001,446.1,4.68,1.99,40.74,0,2.09,4.78
2026-02-13 18:46:36.306301,PUMP_001,456.5,4.67,1.97,41.21,0,2.04,4.87
2026-02-14 13:46:36.306301,PUMP_001,465.43,5.52,2.16,39.75,0,2.04,4.96
2026-02-14 16:46:36.306301,PUMP_001,531.78,4.73,1.6,41.95,0,1.91,4.97
2026-02-15 16:46:36.306301,PUMP_001,456.35,4.42,2.04,45.62,0,1.93,4.89
2026-02-15 19:46:36.306301,PUMP_001,583.82,4.53,1.77,50.69,0,1.8,4.56
2026-02-16 02:46:36.306301,PUMP_001,501.93,5.21,1.86,50.81,0,1.89,4.72
2026-02-16 06:46:36.306301,PUMP_001,515.4,4.98,1.84,56.09,0,1.82,4.91
2026-02-17 20:46:36.306301,PUMP_001,456.91,4.58,1.87,40.92,0,1.86,4.92
2026-02-18 07:46:36.306301,PUMP_001,568.95,4.99,1.85,43.54,0,1.85,4.85
2026-02-18 12:46:36.306301,PUMP_001,478.69,4.62,2.04,51.33,0,1.92,4.73
2026-02-18 14:46:36.306301,PUMP_001,475.95,5.3,1.83,57.43,0,1.91,4.97
2026-02-18 16:46:36.306301,PUMP_001,485.95,4.61,1.92,37.24,0,1.93,4.84
2026-02-19 15:46:36.306301,PUMP_001,508.17,4.4,1.96,41.29,0,1.9,4.77
2026-02-19 22:46:36.306301,PUMP_001,493.52,4.31,1.54,42.41,0,1.8,4.44
2026-02-21 04:46:36.306301,PUMP_001,458.38,4.62,1.97,41.42,0,1.82,4.44
2026-02-22 18:46:36.306301,PUMP_001,417.87,5.21,1.93,44.62,0,1.82,4.71
2026-02-23 05:46:36.306301,PUMP_001,575.84,5.39,1.78,48.8,0,1.9,5.07
2026-02-24 01:46:36.306301,PUMP_001,476.85,4.3,2.05,41.93,0,1.92,4.97
2026-02-24 16:46:36.306301,PUMP_001,531.55,4.68,1.86,48.41,0,1.9,4.79
2026-02-25 00:46:36.306301,PUMP_001,525.04,4.56,2.15,41.81,0,2.02,4.52
2026-02-25 12:46:36.306301,PUMP_001,451.13,5.42,1.94,45.41,0,1.98,4.89
2026-02-25 17:46:36.306301,PUMP_001,422.75,4.73,2.08,49.19,0,2.06,4.9
2026-02-25 19:46:36.306301,PUMP_001,539.71,5.73,2.14,42.41,0,2.05,5.29
2026-02-26 10:46:36.306301,PUMP_001,579.43,5.57,2.02,47.46,0,2.08,5.34
2026-02-26 18:46:36.306301,PUMP_001,457.95,3.89,1.92,47.26,0,2.03,5.06
2026-02-27 13:46:36.306301,PUMP_001,589.76,4.89,1.93,45.27,0,1.96,4.78
2026-02-28 06:46:36.306301,PUMP_001,416.48,6.02,2.06,40.37,0,1.97,4.93
2026-02-28 09:46:36.306301,PUMP_001,379.77,4.97,2.05,42.31,0,2.01,5.29
2026-02-28 20:46:36.306301,PUMP_001,514.89,6.05,1.99,43.23,0,2.03,5.68
2026-03-01 05:46:36.306301,PUMP_001,535.31,3.49,5.5,60.16,1,3.18,4.84
2026-03-01 08:46:36.306301,PUMP_001,487.12,4.97,2.14,41.58,0,3.21,4.84
2026-03-01 09:46:36.306301,PUMP_001,504.52,4.87,2.1,36.31,0,3.24,4.44
2026-03-01 16:46:36.306301,PUMP_001,491.11,4.0,1.79,40.62,0,2.01,4.61
2026-03-01 17:46:36.306301,PUMP_001,450.4,4.72,1.77,46.28,0,1.89,4.53
2026-03-01 19:46:36.306301,PUMP_001,510.93,4.78,1.96,46.84,0,1.84,4.5
2026-03-01 21:46:36.306301,PUMP_001,450.66,4.58,1.78,42.6,0,1.84,4.69
2026-03-01 23:46:36.306301,PUMP_001,595.0,3.99,1.48,55.31,0,1.74,4.45
2026-03-02 04:46:36.306301,PUMP_001,496.18,4.62,1.71,48.24,0,1.66,4.4
2026-03-02 12:46:36.306301,PUMP_001,525.73,4.81,2.22,39.53,0,1.81,4.48
2026-03-02 16:46:36.306301,PUMP_001,503.98,5.38,2.14,46.39,0,2.02,4.94
2026-03-02 23:46:36.306301,PUMP_001,542.56,4.85,1.94,49.56,0,2.1,5.01
2026-03-03 02:46:36.306301,PUMP_001,415.03,5.31,1.28,50.68,0,1.79,5.18
2026-03-03 05:46:36.306301,PUMP_001,505.71,5.09,1.82,37.78,0,1.68,5.08
2026-03-03 06:46:36.306301,PUMP_001,568.48,4.76,2.32,38.79,0,1.81,5.05
2026-03-03 07:46:36.306301,PUMP_001,443.72,5.53,2.11,41.6,0,2.09,5.12
2026-03-03 09:46:36.306301,PUMP_001,534.33,4.92,2.0,40.58,0,2.15,5.07
2026-03-04 07:46:36.306301,PUMP_001,472.64,5.33,1.78,53.08,0,1.97,5.26
2026-03-04 14:46:36.306301,PUMP_001,495.33,4.52,1.54,54.97,0,1.78,4.93
2026-03-04 17:46:36.306301,PUMP_001,500.78,5.82,2.08,50.84,0,1.8,5.22
2026-03-05 00:46:36.306301,PUMP_001,504.66,4.92,1.93,46.95,0,1.85,5.09
2026-03-05 11:46:36.306301,PUMP_001,471.79,4.25,2.25,42.51,0,2.09,5.0
2026-03-05 19:46:36.306301,PUMP_001,594.48,5.65,2.39,38.77,0,2.19,4.94
2026-03-05 20:46:36.306301,PUMP_001,526.13,4.01,2.14,45.28,0,2.26,4.64
2026-03-05 21:46:36.306301,PUMP_001,527.08,4.98,1.75,51.95,0,2.09,4.88
2026-03-06 04:46:36.306301,PUMP_001,506.97,4.52,2.11,49.94,0,2.0,4.5
2026-03-06 05:46:36.306301,PUMP_001,551.97,4.43,2.32,48.11,0,2.06,4.64
2026-03-06 09:46:36.306301,PUMP_001,529.92,5.65,1.82,51.91,0,2.08,4.87
2026-03-06 16:46:36.306301,PUMP_001,435.59,4.92,2.04,41.25,0,2.06,5.0
2026-03-06 20:46:36.306301,PUMP_001,555.03,4.81,2.24,52.86,0,2.03,5.13
2026-03-07 02:46:36.306301,PUMP_001,412.38,4.57,2.13,45.83,0,2.14,4.77
2026-03-08 05:46:36.306301,PUMP_001,493.36,5.37,2.26,42.78,0,2.21,4.92
2026-03-09 01:46:36.306301,PUMP_001,530.72,3.77,1.84,48.93,0,2.08,4.57
2026-03-09 09:46:36.306301,PUMP_001,534.0,5.71,2.0,42.68,0,2.03,4.95
2026-03-09 13:46:36.306301,PUMP_001,548.47,5.48,2.32,43.5,0,2.05,4.99
2026-03-09 17:46:36.306301,PUMP_001,449.83,4.83,2.28,48.87,0,2.2,5.34
2026-03-10 03:46:36.306301,PUMP_001,438.02,5.3,2.22,48.58,0,2.27,5.21
2026-03-10 08:46:36.306301,PUMP_001,491.75,4.45,1.9,38.1,0,2.13,4.86
2026-03-10 12:46:36.306301,PUMP_001,384.93,5.36,2.17,44.37,0,2.1,5.04
2026-03-12 03:46:36.306301,PUMP_001,566.24,4.56,2.05,43.92,0,2.04,4.79
2026-03-12 14:46:36.306301,PUMP_001,555.31,5.1,2.05,43.28,0,2.09,5.01
2026-03-12 18:46:36.306301,PUMP_001,547.08,5.59,2.3,45.6,0,2.14,5.08
2026-03-12 22:46:36.306301,PUMP_001,463.52,2.46,5.25,53.98,0,3.2,4.38
2026-03-14 02:46:36.306301,PUMP_001,426.43,5.02,1.65,45.11,0,3.07,4.36
2026-03-14 05:46:36.306301,PUMP_001,517.55,5.58,2.21,45.66,0,3.04,4.35
2026-03-14 12:46:36.306301,PUMP_001,472.3,4.99,2.37,46.59,0,2.08,5.2
2026-03-14 19:46:36.306301,PUMP_001,474.79,4.87,1.84,50.45,0,2.14,5.15
2026-03-14 21:46:36.306301,PUMP_001,466.89,5.06,2.13,50.62,0,2.12,4.98
2026-03-15 00:46:36.306301,PUMP_001,490.65,5.98,1.94,43.09,0,1.97,5.3
2026-03-15 04:46:36.306301,PUMP_001,504.75,5.42,1.98,41.62,0,2.02,5.49
2026-03-15 21:46:36.306301,PUMP_001,380.54,5.39,2.41,42.33,0,2.11,5.6
2026-03-16 06:46:36.306301,PUMP_001,476.53,5.77,1.54,46.51,0,1.98,5.53
2026-03-16 14:46:36.306301,PUMP_001,515.81,5.28,2.34,48.84,0,2.1,5.48
2026-03-16 15:46:36.306301,PUMP_001,540.66,4.58,1.65,45.78,0,1.84,5.21
2026-03-16 16:46:36.306301,PUMP_001,493.94,5.72,1.89,50.92,0,1.96,5.19
2026-03-16 22:46:36.306301,PUMP_001,457.31,4.68,2.14,41.85,0,1.89,4.99
2026-03-17 15:46:36.306301,PUMP_001,560.54,4.99,2.33,45.17,0,2.12,5.13
2026-03-17 17:46:36.306301,PUMP_001,543.14,3.97,2.29,38.65,0,2.25,4.55
2026-03-17 20:46:36.306301,PUMP_001,586.4,4.77,1.74,42.47,0,2.12,4.58
2026-03-18 03:46:36.306301,PUMP_001,539.87,5.75,2.11,50.21,0,2.05,4.83
2026-03-18 17:46:36.306301,PUMP_001,481.99,5.31,2.17,37.44,0,2.01,5.27
2026-03-18 22:46:36.306301,PUMP_001,464.72,4.59,2.11,44.95,0,2.13,5.22
2026-03-19 06:46:36.306301,PUMP_001,492.99,4.74,2.25,40.33,0,2.17,4.88
2026-03-19 09:46:36.306301,PUMP_001,460.45,5.24,2.01,49.45,0,2.12,4.86
2026-03-19 12:46:36.306301,PUMP_001,523.09,5.39,1.84,42.42,0,2.03,5.12
2026-03-20 00:46:36.306301,PUMP_001,515.59,4.62,2.22,41.29,0,2.02,5.08
2026-03-21 03:46:36.306301,PUMP_001,512.38,5.64,1.83,52.1,0,1.96,5.22
2026-03-21 09:46:36.306301,PUMP_001,532.32,4.32,4.33,65.65,1,2.79,4.86
2026-03-21 10:46:36.306301,PUMP_001,484.62,4.92,1.83,57.64,0,2.66,4.96
2026-03-21 17:46:36.306301,PUMP_001,522.72,4.62,1.68,42.96,0,2.61,4.62
2026-03-21 22:46:36.306301,PUMP_001,503.45,5.14,1.87,39.94,0,1.79,4.89
2026-03-22 15:46:36.306301,PUMP_001,477.93,4.93,1.78,47.32,0,1.78,4.9
2026-03-22 19:46:36.306301,PUMP_001,558.02,5.74,1.74,50.99,0,1.8,5.27
2026-03-23 13:46:36.306301,PUMP_001,432.69,5.23,1.63,49.09,0,1.72,5.3
2026-03-25 00:46:36.306301,PUMP_001,541.91,4.87,1.75,44.58,0,1.71,5.28
2026-03-25 19:46:36.306301,PUMP_001,430.13,5.69,2.09,48.0,0,1.82,5.26
2026-03-26 00:46:36.306301,PUMP_001,411.01,5.53,2.5,42.74,0,2.11,5.36
2026-03-27 19:46:36.306301,PUMP_001,520.66,4.88,1.91,44.35,0,2.17,5.37
2026-03-28 02:46:36.306301,PUMP_001,496.78,4.77,2.2,45.94,0,2.2,5.06
2026-03-28 19:46:36.306301,PUMP_001,549.66,5.23,1.91,45.29,0,2.01,4.96
2026-03-29 00:46:36.306301,PUMP_001,399.58,5.28,2.11,37.57,0,2.07,5.1
2026-03-31 10:46:36.306301,PUMP_001,410.74,4.07,2.22,48.16,0,2.08,4.86
2026-04-01 01:46:36.306301,PUMP_001,534.46,4.94,1.73,43.34,0,2.02,4.76
2026-04-01 21:46:36.306301,PUMP_001,489.63,5.28,2.19,34.75,0,2.05,4.76
2026-04-01 23:46:36.306301,PUMP_001,498.29,5.44,1.83,39.48,0,1.92,5.22
2026-04-02 08:46:36.306301,PUMP_001,537.64,4.83,1.92,47.43,0,1.98,5.19
2026-04-02 11:46:36.306301,PUMP_001,559.85,4.62,2.21,45.61,0,1.99,4.97
2026-04-02 15:46:36.306301,PUMP_001,430.2,5.18,1.93,43.6,0,2.02,4.88
2026-04-02 16:46:36.306301,PUMP_001,407.78,4.61,1.92,35.11,0,2.02,4.8
2026-04-03 03:46:36.306301,PUMP_001,458.67,5.12,1.76,56.14,0,1.87,4.97
2026-04-03 11:46:36.306301,PUMP_001,540.39,4.98,2.0,47.51,0,1.89,4.9
2026-04-03 20:46:36.306301,PUMP_001,486.47,5.23,1.89,49.5,0,1.88,5.11
2026-04-04 08:46:36.306301,PUMP_001,508.01,4.79,2.41,42.99,0,2.1,5.0
2026-04-04 12:46:36.306301,PUMP_001,458.87,4.33,1.82,36.78,0,2.04,4.78
2026-04-04 17:46:36.306301,PUMP_001,458.1,5.19,1.63,42.48,0,1.95,4.77
2026-04-07 16:46:36.306301,PUMP_001,487.29,5.12,2.42,40.82,0,1.96,4.88
2026-04-08 11:46:36.306301,PUMP_001,430.4,4.42,1.83,41.5,0,1.96,4.91
2026-04-08 12:46:36.306301,PUMP_001,565.96,5.97,2.42,44.71,0,2.23,5.17
2026-04-08 13:46:36.306301,PUMP_001,510.52,5.12,1.75,45.07,0,2.0,5.17
2026-04-08 20:46:36.306301,PUMP_001,544.39,4.0,4.65,54.46,1,2.94,5.03
2026-04-09 07:46:36.306301,PUMP_001,527.12,4.69,1.96,53.48,0,2.78,4.6
2026-04-10 09:46:36.306301,PUMP_001,511.52,5.44,1.68,47.33,0,2.76,4.71
2026-04-12 04:46:36.306301,PUMP_001,467.99,5.25,1.86,46.13,0,1.83,5.13
2026-04-12 05:46:36.306301,PUMP_001,444.45,4.2,1.98,45.34,0,1.84,4.97
2026-04-12 07:46:36.306301,PUMP_001,475.02,4.64,1.78,45.65,0,1.87,4.7
2026-04-13 08:46:36.306301,PUMP_001,493.16,4.76,1.85,37.64,0,1.87,4.53
2026-04-13 16:46:36.306301,PUMP_001,477.15,5.11,2.34,39.32,0,1.99,4.84
2026-04-14 10:46:36.306301,PUMP_001,431.56,4.7,1.89,53.15,0,2.03,4.86
2026-04-14 11:46:36.306301,PUMP_001,485.18,5.11,2.27,41.15,0,2.17,4.97
2026-04-14 17:46:36.306301,PUMP_001,544.92,4.98,1.7,45.67,0,1.95,4.93
2026-04-14 18:46:36.306301,PUMP_001,581.33,5.93,1.94,39.48,0,1.97,5.34
2026-04-15 02:46:36.306301,PUMP_001,427.41,3.41,1.94,42.43,0,1.86,4.77
2026-04-15 13:46:36.306301,PUMP_001,503.17,5.98,2.33,46.32,0,2.07,5.11
2026-04-15 14:46:36.306301,PUMP_001,514.05,5.4,2.22,51.18,0,2.16,4.93
2026-04-15 21:46:36.306301,PUMP_001,411.43,4.39,1.84,42.65,0,2.13,5.26
2026-04-16 00:46:36.306301,PUMP_001,542.51,5.87,1.88,53.21,0,1.98,5.22
2026-04-16 08:46:36.306301,PUMP_001,433.5,5.21,1.91,36.93,0,1.88,5.15
2026-04-16 20:46:36.306301,PUMP_001,486.12,5.02,1.85,44.25,0,1.88,5.37
2026-04-17 02:46:36.306301,PUMP_001,430.73,5.3,1.92,49.13,0,1.9,5.18
2026-04-17 16:46:36.306301,PUMP_001,450.87,4.7,2.16,54.16,0,1.98,5.01
2026-04-17 22:46:36.306301,PUMP_001,499.79,5.04,1.87,43.15,0,1.99,5.01
2026-04-18 10:46:36.306301,PUMP_001,536.74,2.6,2.87,42.22,1,2.3,4.12
2026-04-18 12:46:36.306301,PUMP_001,631.4,5.84,1.91,35.6,0,2.22,4.49
2026-04-18 23:46:36.306301,PUMP_001,480.56,4.32,1.93,47.19,0,2.24,4.25
2026-04-19 04:46:36.306301,PUMP_001,449.59,4.18,2.15,45.79,0,2.0,4.78
2026-04-19 07:46:36.306301,PUMP_001,567.47,4.61,2.34,45.47,0,2.14,4.37
2026-04-19 11:46:36.306301,PUMP_001,615.74,5.1,1.66,36.44,0,2.05,4.63
2026-04-19 18:46:36.306301,PUMP_001,466.27,6.28,1.72,46.12,0,1.91,5.33
2026-04-20 03:46:36.306301,PUMP_001,554.38,4.08,2.11,42.24,0,1.83,5.15
2026-04-20 04:46:36.306301,PUMP_001,449.76,5.16,2.11,38.35,0,1.98,5.17
2026-04-20 12:46:36.306301,PUMP_001,522.56,5.07,2.13,40.38,0,2.12,4.77
2026-04-20 13:46:36.306301,PUMP_001,452.84,1.71,4.47,69.24,1,2.91,3.98
2026-04-20 15:46:36.306301,PUMP_001,502.2,5.23,1.99,39.21,0,2.86,4.0
2026-04-21 18:46:36.306301,PUMP_001,632.79,4.93,2.22,47.32,0,2.89,3.96
2026-04-21 22:46:36.306301,PUMP_001,417.61,4.0,2.05,45.85,0,2.09,4.72
2026-04-22 11:46:36.306301,PUMP_001,510.04,4.82,2.12,45.31,0,2.13,4.58
2026-04-22 16:46:36.306301,PUMP_001,571.7,5.15,2.27,38.14,0,2.15,4.66
2026-04-22 17:46:36.306301,PUMP_001,467.96,3.89,2.02,50.95,0,2.14,4.62
2026-04-22 23:46:36.306301,PUMP_001,502.99,5.45,2.13,41.93,0,2.14,4.83
2026-04-23 04:46:36.306301,PUMP_001,500.84,4.96,1.97,41.89,0,2.04,4.77
2026-04-23 23:46:36.306301,PUMP_001,465.39,5.65,1.88,52.53,0,1.99,5.35
2026-04-24 14:46:36.306301,PUMP_001,547.19,5.51,2.15,43.91,0,2.0,5.37
2026-04-25 14:46:36.306301,PUMP_001,468.31,5.19,2.44,50.68,0,2.15,5.45
2026-04-26 10:46:36.306301,PUMP_001,478.73,4.94,1.71,54.69,0,2.1,5.21
2026-04-26 19:46:36.306301,PUMP_001,516.15,5.5,1.64,43.06,0,1.93,5.21
2026-04-26 22:46:36.306301,PUMP_001,486.62,4.36,2.08,44.33,0,1.81,4.94
2026-04-27 08:46:36.306301,PUMP_001,487.5,4.8,2.25,50.89,0,1.99,4.89
2026-04-27 13:46:36.306301,PUMP_001,540.88,4.33,2.34,53.2,0,2.22,4.5
2026-04-27 23:46:36.306301,PUMP_001,449.46,6.09,2.02,52.43,0,2.2,5.07
2026-04-28 01:46:36.306301,PUMP_001,511.58,4.2,2.15,49.4,0,2.17,4.88
2026-04-29 01:46:36.306301,PUMP_001,522.55,5.07,2.48,47.46,0,2.22,5.12
2026-04-29 13:46:36.306301,PUMP_001,411.22,5.32,2.28,54.44,0,2.3,4.87
2026-04-29 16:46:36.306301,PUMP_001,414.63,4.52,2.23,42.07,0,2.33,4.97
2026-04-30 17:46:36.306301,PUMP_001,485.74,5.6,1.81,51.58,0,2.11,5.15
2026-05-01 15:46:36.306301,PUMP_001,618.57,5.48,1.98,44.09,0,2.0,5.2
2026-05-01 20:46:36.306301,PUMP_001,514.57,6.31,1.7,45.61,0,1.83,5.8
2026-05-02 07:46:36.306301,PUMP_001,424.24,5.23,1.89,39.88,0,1.86,5.67
2026-05-02 19:46:36.306301,PUMP_001,469.63,5.21,1.86,46.02,0,1.82,5.59
2026-05-03 05:46:36.306301,PUMP_001,434.65,4.64,2.09,32.21,0,1.95,5.03
2026-05-03 10:46:36.306301,PUMP_001,583.12,4.75,1.68,48.81,0,1.88,4.87
2026-05-03 12:46:36.306301,PUMP_001,499.45,5.89,2.17,46.16,0,1.98,5.1
2026-05-03 15:46:36.306301,PUMP_001,542.52,5.83,1.81,34.98,0,1.89,5.49
2026-05-03 17:46:36.306301,PUMP_001,551.54,4.96,2.09,50.67,0,2.03,5.56
2026-05-03 19:46:36.306301,PUMP_001,521.68,5.52,1.84,43.34,0,1.91,5.44
2026-05-03 23:46:36.306301,PUMP_001,575.56,4.34,2.2,49.11,0,2.05,4.94
2026-05-04 20:46:36.306301,PUMP_001,507.35,5.57,1.82,43.97,0,1.95,5.14
2026-05-05 00:46:36.306301,PUMP_001,500.44,5.88,1.84,43.64,0,1.95,5.26
2026-05-05 02:46:36.306301,PUMP_001,468.1,5.35,2.09,42.32,0,1.91,5.6
2026-05-05 23:46:36.306301,PUMP_001,611.77,5.4,2.5,42.52,0,2.14,5.54
2026-05-06 11:46:36.306301,PUMP_001,453.31,5.51,2.07,48.25,0,2.22,5.42
2026-05-07 03:46:36.306301,PUMP_001,444.82,5.22,2.12,58.44,0,2.23,5.38
2026-05-08 08:46:36.306301,PUMP_001,442.95,4.9,1.94,41.61,0,2.05,5.21
2026-05-08 11:46:36.306301,PUMP_001,552.85,4.65,2.24,49.41,0,2.1,4.92
2026-05-08 22:46:36.306301,PUMP_001,471.78,4.84,2.17,44.92,0,2.12,4.8
2026-05-09 01:46:36.306301,PUMP_001,552.19,4.38,1.94,37.11,0,2.12,4.62
2026-05-09 14:46:36.306301,PUMP_001,551.59,5.02,2.32,47.17,0,2.14,4.74
2026-05-10 01:46:36.306301,PUMP_001,568.09,5.28,1.9,40.91,0,2.05,4.89
2026-05-10 03:46:36.306301,PUMP_001,542.7,5.39,2.17,40.12,0,2.13,5.23
2026-05-10 13:46:36.306301,PUMP_001,576.78,5.13,1.99,47.32,0,2.02,5.27
2026-05-10 18:46:36.306301,PUMP_001,620.92,4.98,2.25,39.22,0,2.14,5.17
2026-05-10 20:46:36.306301,PUMP_001,585.07,5.42,1.83,46.57,0,2.02,5.18
2026-05-10 22:46:36.306301,PUMP_001,516.43,5.48,1.92,45.41,0,2.0,5.29
2026-05-11 13:46:36.306301,PUMP_001,612.96,3.48,6.15,61.48,1,3.3,4.79
2026-05-12 02:46:36.306301,PUMP_001,541.63,4.43,1.82,42.11,0,3.29,4.46
2026-05-12 09:46:36.306301,PUMP_001,478.26,4.14,2.06,48.37,0,3.34,4.02
2026-05-12 16:46:36.306301,PUMP_001,510.43,4.35,1.75,43.03,0,1.88,4.31
2026-05-12 21:46:36.306301,PUMP_001,498.21,4.86,2.11,48.02,0,1.97,4.45
2026-05-13 02:46:36.306301,PUMP_001,539.83,5.47,2.38,42.21,0,2.08,4.89
2026-05-13 10:46:36.306301,PUMP_001,538.46,5.2,2.11,50.65,0,2.2,5.18
2026-05-13 15:46:36.306301,PUMP_001,461.59,4.5,1.89,53.5,0,2.13,5.06
2026-05-13 17:46:36.306301,PUMP_001,499.68,4.59,1.85,45.36,0,1.95,4.76
2026-05-13 22:46:36.306301,PUMP_001,523.75,4.82,1.9,37.03,0,1.88,4.63
